"Suscriptor","Lect_Actual","Causa_des","Observacion_des","Fecha_de_ejecucion"
"74560","5677","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 07:45:47"
"74552","2463","","","2024-05-29 07:41:58"
"74553","888","","","2024-05-29 07:40:02"
"74555","1204","","","2024-05-29 07:38:22"
"74600","1740","","","2024-05-29 08:00:53"
"74550","201","","","2024-05-29 08:06:48"
"74548","279","","","2024-05-29 08:06:08"
"80055","1562","","","2024-05-29 08:02:25"
"80010","232","","","2024-05-29 08:09:07"
"74546","249","","","2024-05-29 08:10:18"
"74545","1649","","","2024-05-29 11:24:39"
"74540","1607","","30","2024-05-29 11:25:37"
"74460","2866","","","2024-05-29 09:08:10"
"70010","2099","","","2024-05-29 09:12:27"
"70020","175","","","2024-05-29 09:13:37"
"70030","257","","","2024-05-29 09:14:34"
"70040","3570","","","2024-05-29 09:16:09"
"70060","1979","","","2024-05-29 09:17:22"
"70080","508","","","2024-05-29 09:18:33"
"70082","331","","","2024-05-29 09:19:23"
"70087","103","","","2024-05-29 09:20:13"
"74450","522","","","2024-05-29 09:24:35"
"74272","578","","","2024-05-29 09:25:43"
"74271","338","","","2024-05-29 09:26:21"
"74250","962","","","2024-05-29 09:26:30"
"74258","2579","","","2024-05-29 09:27:35"
"74280","1382","","","2024-05-29 09:28:17"
"74256","761","","","2024-05-29 09:28:40"
"74255","1031","","","2024-05-29 09:29:31"
"74240","440","","","2024-05-29 09:22:51"
"74053","282","","","2024-05-29 09:37:04"
"74050","347","","","2024-05-29 09:54:04"
"70170","426","","","2024-05-29 09:55:47"
"70185","385","","","2024-05-29 09:55:19"
"70160","58","","","2024-05-29 09:56:00"
"70200","390","","30","2024-05-29 09:56:47"
"70090","2733","","","2024-05-29 11:18:04"
"70203","781","","","2024-05-29 11:14:22"
"70210","2075","","","2024-05-29 10:00:22"
"70220","1622","","","2024-05-29 09:58:56"
"74030","1479","","","2024-05-29 10:07:36"
"70230","766","","","2024-05-29 10:08:07"
"70270","2306","","","2024-05-29 10:08:52"
"70272","288","","","2024-05-29 10:09:09"
"70273","549","","30","2024-05-29 10:09:48"
"73980","818","","","2024-05-29 10:15:25"
"73920","1693","","","2024-05-29 10:13:55"
"70320","1993","","","2024-05-29 10:10:48"
"70330","1536","","","2024-05-29 10:12:54"
"70340","1197","","","2024-05-29 10:12:14"
"70349","1329","","","2024-05-29 10:18:59"
"70350","944","","","2024-05-29 10:19:28"
"73910","4884","","","2024-05-29 10:20:08"
"70440","2430","","","2024-05-29 10:21:02"
"70450","1233","","","2024-05-29 10:21:36"
"70458","283","","","2024-05-29 10:21:52"
"70459","1019","","","2024-05-29 10:22:22"
"70460","222","","","2024-05-29 10:31:43"
"70463","337","","","2024-05-29 10:32:07"
"70470","2709","","","2024-05-29 10:32:19"
"70490","2587","","","2024-05-29 10:33:19"
"70518","503","","","2024-05-29 10:34:59"
"70520","1550","","","2024-05-29 10:34:28"
"70523","143","","30","2024-05-29 10:35:50"
"70530","1149","","","2024-05-29 10:36:38"
"70535","204","","","2024-05-29 10:37:34"
"70540","96","","","2024-05-29 10:38:03"
"70550","339","","","2024-05-29 10:39:17"
"73240","1891","","","2024-05-29 10:39:33"
"70560","1615","","","2024-05-29 10:40:25"
"70562","258","","","2024-05-29 10:41:37"
"70565","251","","30","2024-05-29 10:43:18"
"70567","496","","30","2024-05-29 10:45:16"
"70569","268","","","2024-05-29 10:45:51"
"70570","898","","","2024-05-29 10:46:41"
"70590","146","","","2024-05-29 10:47:35"
"70600","686","","","2024-05-29 11:02:04"
"70613","247","","30","2024-05-29 10:50:21"
"70610","2869","","","2024-05-29 10:51:04"
"70604","572","","","2024-05-29 10:52:07"
"70607","5","","30","2024-05-29 10:53:00"
"70650","217","","","2024-05-29 10:54:31"
"70660","481","","","2024-05-29 10:53:47"
"70705","288","","","2024-05-29 10:56:37"
"70710","81","","","2024-05-29 10:58:03"
"70720","932","","","2024-05-29 10:58:57"
"71200","678","","30","2024-05-30 13:15:02"
"71390","819","","","2024-05-30 13:16:53"
"71400","196","","","2024-05-30 13:17:25"
"71405","971","","","2024-05-30 13:17:58"
"71410","381","","","2024-05-30 13:18:44"
"71420","104","","","2024-05-30 13:19:05"
"71422","125","","","2024-05-30 13:19:46"
"71430","376","","","2024-05-30 13:20:12"
"71424","435","","","2024-05-30 13:20:35"
"71428","365","","","2024-05-30 13:21:31"
"71560","184","","","2024-05-30 13:21:54"
"71580","2099","","","2024-05-30 13:23:52"
"71570","762","","","2024-05-30 13:24:16"
"71780","3030","","","2024-05-30 13:25:41"
"71660","1476","","","2024-05-30 13:30:00"
"71650","66","","","2024-05-30 13:31:45"
"71670","565","","","2024-05-30 13:33:59"
"71990","542","","","2024-05-30 13:35:07"
"71770","415","","","2024-05-30 13:36:03"
"71750","1213","","","2024-05-30 13:36:57"
"72000","116","","","2024-05-30 13:37:25"
"72003","753","","","2024-05-30 13:37:47"
"72005","1118","","","2024-05-30 13:38:17"
"72010","174","","","2024-05-30 13:39:12"
"71690","82","","","2024-05-30 13:39:43"
"72020","1456","","","2024-05-30 13:40:07"
"72026","187","","30","2024-05-30 13:40:59"
"72330","613","","","2024-05-30 13:41:45"
"72310","103","","","2024-05-30 13:42:22"
"70780","409","","","2024-05-30 13:43:09"
"70784","536","","","2024-05-30 13:43:56"
"70788","590","","","2024-05-30 13:43:41"
"71090","60","","","2024-05-30 13:44:28"
"70792","266","","","2024-05-30 13:45:06"
"70790","3990","","","2024-05-30 13:45:35"
"71100","1535","","","2024-05-30 13:46:10"
"70794","97","","","2024-05-30 13:46:18"
"72350","1563","","","2024-05-30 13:47:00"
"72370","287","","","2024-05-30 13:47:31"
"72368","162","","","2024-05-30 13:47:37"
"71110","890","","","2024-05-30 13:48:21"
"71120","528","","","2024-05-30 13:48:56"
"72430","292","","","2024-05-30 13:53:27"
"72460","876","","","2024-05-30 13:52:47"
"72565","600","","","2024-05-30 13:50:36"
"72380","96","","30","2024-05-30 13:59:19"
"72400","1751","","","2024-05-30 13:59:40"
"72406","14","","","2024-05-30 13:53:53"
"72390","69","","30","2024-05-30 13:58:43"
"72401","2648","","","2024-05-30 13:57:54"
"72407","596","","","2024-05-30 13:57:13"
"72404","57","","","2024-05-30 13:57:01"
"72409","186","","","2024-05-30 13:56:21"
"72414","852","","","2024-05-30 13:55:26"
"72436","2109","","","2024-05-30 13:55:13"
"72450","2682","","30","2024-05-30 14:01:02"
"72453","698","","","2024-05-30 13:52:08"
"72562","693","","","2024-05-30 14:01:29"
"72510","271","","","2024-05-30 14:02:51"
"72560","3708","","","2024-05-30 14:04:21"
"72530","","","30","2024-05-30 14:05:12"
"71130","31","","30","2024-05-29 11:09:54"
"71001","122","","SUSPENDIDO DESOCUPADO-31","2024-05-29 11:09:13"
"70970","218","","","2024-05-29 11:08:36"
"73790","98","","","2024-05-29 11:06:14"
"72570","575","","","2024-05-30 14:13:41"
"72580","478","","","2024-05-30 14:12:36"
"72600","743","","","2024-05-30 14:16:13"
"72601","4317","","","2024-05-30 14:15:29"
"72603","713","","","2024-05-30 14:17:28"
"72602","1286","","","2024-05-30 14:22:57"
"73550","4386","","","2024-05-30 14:21:08"
"72605","401","","","2024-05-30 14:23:40"
"72680","1344","","","2024-05-30 14:28:38"
"72604","1645","","","2024-05-30 14:29:06"
"72720","94","","","2024-05-30 14:27:01"
"72760","644","","","2024-05-30 14:30:15"
"73470","579","","","2024-05-30 14:30:44"
"72785","189","","","2024-05-30 14:34:35"
"72770","2619","","","2024-05-30 14:35:29"
"72780","442","","","2024-05-30 14:36:31"
"72790","3278","","","2024-05-30 14:37:15"
"72810","456","","","2024-05-30 14:37:51"
"73350","1429","","","2024-05-30 14:39:39"
"73340","2325","","SUSPENDIDO DESOCUPADO-31","2024-05-30 14:40:26"
"73339","288","","","2024-05-30 14:40:51"
"73338","257","","SUSPENDIDO DESOCUPADO-31","2024-05-30 14:41:17"
"73335","97","","","2024-05-30 14:42:08"
"73330","334","","","2024-05-30 14:43:31"
"73327","568","","","2024-05-30 14:47:48"
"73320","349","","","2024-05-30 14:46:33"
"73560","1473","","30","2024-05-30 14:44:41"
"73310","2586","","","2024-05-30 14:45:39"
"80060","4884","","","2024-05-29 11:32:37"
"80120","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-29 11:34:51"
"80140","1654","","30","2024-05-29 11:35:18"
"80150","924","","","2024-05-29 11:35:48"
"80145","1415","","","2024-05-29 11:36:39"
"80153","183","","","2024-05-29 11:37:29"
"80156","313","","","2024-05-29 11:38:17"
"80170","1297","","","2024-05-29 11:39:21"
"80180","1342","","","2024-05-29 11:40:19"
"80190","1824","","","2024-05-29 11:40:55"
"80200","462","","","2024-05-29 11:42:28"
"80220","109","","","2024-05-29 11:46:07"
"80230","202","","","2024-05-29 11:46:30"
"80210","366","","","2024-05-29 11:46:53"
"80240","247","","","2024-05-29 11:30:32"
"80250","47","","","2024-05-29 11:30:08"
"80260","469","","","2024-05-29 11:29:28"
"80270","690","","30","2024-05-29 11:27:24"
"80280","106","","","2024-05-29 11:27:38"
"80282","370","","","2024-05-29 11:27:51"
"80290","101","","","2024-05-29 13:07:25"
"80292","1492","","","2024-05-29 13:07:39"
"81375","437","","","2024-05-29 13:08:31"
"81374","870","","","2024-05-29 13:09:13"
"81373","435","","30","2024-05-29 13:09:48"
"81372","360","","","2024-05-29 13:10:35"
"81370","2548","","","2024-05-29 13:12:11"
"81368","593","","","2024-05-29 13:12:40"
"81367","1140","","","2024-05-29 13:12:56"
"81675","114","","","2024-05-29 13:13:11"
"80297","475","","","2024-05-29 13:13:40"
"80300","333","","","2024-05-29 13:14:10"
"80310","126","","","2024-05-29 13:14:19"
"81363","31","","30","2024-05-29 13:16:27"
"74200","24","","SUSPENDIDO DESOCUPADO-31","2024-05-29 13:18:09"
"81360","343","","","2024-05-29 13:18:43"
"80328","1345","","","2024-05-29 13:20:08"
"80330","148","","","2024-05-29 13:20:39"
"81357","36","","","2024-05-29 13:22:06"
"81355","1339","","","2024-05-29 13:22:55"
"81350","133","","","2024-05-29 13:23:35"
"81340","166","","","2024-05-29 13:24:46"
"80340","1016","","","2024-05-29 13:26:31"
"80350","1347","","","2024-05-29 13:27:29"
"80360","863","","","2024-05-29 13:27:56"
"81330","2872","","","2024-05-29 13:28:54"
"80370","1652","","","2024-05-29 13:30:56"
"81320","1332","","","2024-05-29 13:31:43"
"81327","51","","30","2024-05-29 13:33:49"
"80372","126","","","2024-05-29 13:35:39"
"80380","3330","","","2024-05-29 13:36:55"
"81670","426","","","2024-05-29 13:37:20"
"80400","140","","","2024-05-29 13:38:04"
"80390","1628","","","2024-05-29 13:39:14"
"80420","1563","","","2024-05-29 13:40:22"
"80430","1329","","","2024-05-29 13:41:14"
"80410","241","","","2024-05-29 13:42:36"
"81780","64","","","2024-05-29 13:43:53"
"80440","50","","","2024-05-29 13:46:10"
"80442","","","30","2024-05-30 14:58:11"
"80445","1435","","30","2024-05-29 13:47:51"
"80450","641","","30","2024-05-29 13:49:42"
"80460","8","","","2024-05-29 13:50:56"
"80470","381","","","2024-05-29 13:51:42"
"80480","17","","","2024-05-29 13:52:26"
"80493","65","","","2024-05-29 13:52:59"
"80490","2089","","","2024-05-29 13:53:34"
"80495","1201","","","2024-05-29 13:54:36"
"80500","1006","","","2024-05-29 13:55:07"
"80510","1826","","","2024-05-29 13:56:03"
"81310","1716","","","2024-05-29 13:59:46"
"81300","1057","","","2024-05-29 14:00:20"
"81295","190","","","2024-05-29 14:00:43"
"81290","2908","","","2024-05-29 14:02:05"
"81280","337","","","2024-05-29 14:03:05"
"81281","615","","","2024-05-29 14:02:55"
"81270","36","","","2024-05-29 14:06:10"
"81260","2405","","","2024-05-29 14:04:58"
"81250","2582","","","2024-05-29 14:08:33"
"81240","130","","","2024-05-29 14:11:38"
"81230","1029","","","2024-05-29 14:13:18"
"81220","160","","","2024-05-29 14:13:46"
"81210","483","","","2024-05-29 14:15:04"
"80519","1207","","","2024-05-29 14:18:32"
"80520","226","","","2024-05-29 14:19:06"
"80521","761","","","2024-05-29 14:19:32"
"80523","2","","30","2024-05-29 14:25:52"
"81205","372","","","2024-05-30 15:06:56"
"81200","620","","","2024-05-30 15:08:01"
"81190","62","","","2024-05-30 15:08:52"
"81180","316","","","2024-05-30 15:10:35"
"81160","1295","","","2024-05-30 15:12:09"
"81150","241","","","2024-05-30 15:12:40"
"81140","2203","","","2024-05-30 15:12:52"
"81130","202","","","2024-05-30 15:13:40"
"81120","630","","","2024-05-30 15:15:05"
"81110","224","","","2024-05-30 15:45:57"
"81100","1950","","","2024-05-30 15:17:13"
"81093","1688","","","2024-05-30 15:18:07"
"81090","600","","","2024-05-30 15:19:15"
"81080","354","","","2024-05-30 15:19:43"
"81073","926","","","2024-05-30 15:22:53"
"81070","3379","","","2024-05-30 15:23:20"
"81060","3143","","","2024-05-30 15:24:10"
"81050","916","","","2024-05-30 15:24:56"
"81040","154","","","2024-05-30 15:32:13"
"81035","811","","","2024-05-30 15:35:35"
"81030","1342","","","2024-05-30 15:37:20"
"81032","13","","30","2024-05-30 15:37:54"
"81026","1041","","","2024-05-30 15:36:08"
"81020","204","","30","2024-05-30 15:31:41"
"81010","3173","","","2024-05-30 15:30:44"
"81005","1562","","","2024-05-30 15:29:52"
"81003","1696","","30","2024-05-30 15:26:11"
"81004","70","","","2024-05-30 15:26:55"
"81000","585","","","2024-05-30 15:22:05"
"80980","89","","","2024-05-30 15:20:35"
"80970","275","","","2024-05-30 15:41:56"
"80960","659","","","2024-05-30 15:42:41"
"80957","304","","","2024-05-30 15:43:06"
"80955","280","","","2024-05-30 15:43:33"
"80950","80","","30","2024-05-30 15:48:18"
"80524","2","","30","2024-05-29 14:27:07"
"80525","538","","","2024-05-29 14:27:35"
"80943","905","","","2024-05-29 14:28:45"
"80930","48","","","2024-05-29 14:29:43"
"80940","4999","","","2024-05-29 14:31:24"
"80530","1902","","","2024-05-30 11:39:38"
"80920","1079","","","2024-05-30 11:40:21"
"80540","1601","","","2024-05-30 11:40:55"
"80560","2557","","","2024-05-30 11:41:38"
"80550","26","","","2024-05-30 11:42:09"
"80555","5","","30","2024-05-30 11:44:08"
"80556","711","","","2024-05-30 11:42:23"
"80580","1562","","","2024-05-30 11:43:21"
"80587","137","","SUSPENDIDO DESOCUPADO-31","2024-05-30 11:45:13"
"80584","187","","","2024-05-30 11:45:44"
"80590","1147","","","2024-05-30 11:46:31"
"80592","893","","","2024-05-30 11:46:51"
"80620","1054","","","2024-05-30 11:48:00"
"80610","1848","","","2024-05-30 11:48:56"
"80640","447","","","2024-05-30 11:49:29"
"80621","1397","","","2024-05-30 11:50:01"
"80647","","","30","2024-05-30 11:51:34"
"80649","14","","","2024-05-30 11:52:05"
"80650","494","","","2024-05-30 11:53:00"
"80659","192","","","2024-05-30 11:55:13"
"80660","621","","30","2024-05-30 11:56:08"
"80652","1","","30","2024-05-30 11:54:46"
"80662","440","","","2024-05-30 11:56:47"
"80664","968","","","2024-05-30 11:57:51"
"80670","28","","","2024-05-30 11:58:32"
"80672","719","","","2024-05-30 11:59:02"
"80674","551","","","2024-05-30 12:00:11"
"80680","591","","","2024-05-30 12:01:31"
"80690","1774","","","2024-05-30 12:02:41"
"80605","700","","","2024-05-30 11:35:29"
"80600","1095","","","2024-05-30 11:36:26"
"80910","455","","","2024-05-30 11:37:31"
"80900","1899","","30","2024-05-30 11:34:30"
"80890","1106","","30","2024-05-30 12:04:14"
"80880","631","","","2024-05-30 11:33:37"
"80698","284","","30","2024-05-30 11:24:16"
"80699","657","","30","2024-05-30 11:25:14"
"80871","1328","","","2024-05-30 11:23:06"
"80700","817","","","2024-05-30 11:25:43"
"80706","144","","30","2024-05-30 11:26:24"
"80707","303","","","2024-05-30 11:26:36"
"80710","1216","","","2024-05-30 11:27:09"
"80709","85","","","2024-05-30 11:27:26"
"80850","51","","","2024-05-30 11:22:27"
"80720","1331","","","2024-05-30 11:28:27"
"80730","2236","","","2024-05-30 11:29:09"
"80731","1046","","","2024-05-30 11:29:41"
"80848","263","","30","2024-05-30 11:21:24"
"80846","929","","","2024-05-30 11:20:06"
"80842","1097","","","2024-05-30 11:19:20"
"80841","713","","30","2024-05-30 11:18:24"
"80840","190","","","2024-05-30 11:17:12"
"80830","2049","","30","2024-05-30 11:16:14"
"80820","1464","","","2024-05-30 11:15:01"
"80810","560","","","2024-05-30 11:14:39"
"80750","289","","","2024-05-30 11:13:33"
"80800","290","","","2024-05-30 11:12:29"
"80799","240","","30","2024-05-30 11:11:45"
"80790","1334","","","2024-05-30 11:10:02"
"80780","38","","","2024-05-30 11:08:15"
"80760","545","","","2024-05-30 11:07:37"
"80758","108","","","2024-05-30 11:07:09"
"80755","73","","SUSPENDIDO DESOCUPADO-31","2024-05-30 11:06:45"
"80753","1156","","","2024-05-30 11:05:19"
"80644","43","","","2024-05-30 11:50:35"
"102935","1069","","","2024-05-30 12:37:17"
"102940","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 12:38:07"
"102950","2786","","","2024-05-30 12:32:12"
"102960","3518","","","2024-06-01 11:36:51"
"102962","819","","","2024-05-30 12:40:40"
"102963","576","","","2024-05-30 12:41:07"
"102965","1360","","","2024-05-30 12:41:17"
"102970","2530","","","2024-05-30 12:41:46"
"102980","2717","","30","2024-05-31 17:49:15"
"102975","3880","","","2024-05-30 12:43:07"
"102990","244","","","2024-05-30 12:43:50"
"102991","219","","30","2024-05-31 15:12:45"
"102928","124","","","2024-05-30 16:07:01"
"102925","241","","","2024-05-30 16:11:17"
"102922","5687","","","2024-05-31 10:48:00"
"102919","2721","","","2024-05-30 16:12:00"
"102920","200","","","2024-05-30 16:12:18"
"92921","1059","","","2024-05-30 16:12:26"
"102915","9","","","2024-05-31 10:15:53"
"102910","2785","","","2024-05-31 10:16:04"
"102900","165","","","2024-05-31 10:16:45"
"102899","1559","","","2024-05-31 10:17:10"
"102908","2337","","","2024-05-31 10:18:02"
"102906","92","","","2024-05-31 10:18:28"
"102905","203","","","2024-05-31 10:18:54"
"102800","756","","","2024-05-31 09:50:36"
"102890","1003","","","2024-05-31 09:50:01"
"102880","2653","","30","2024-05-31 09:49:30"
"102870","1882","","","2024-05-31 09:48:35"
"102860","2668","","","2024-05-29 10:15:24"
"90040","1121","","","2024-05-29 10:15:07"
"102850","3430","","30","2024-05-29 10:16:19"
"102840","2722","","","2024-05-29 10:16:34"
"90070","709","","","2024-05-29 10:14:08"
"90080","2909","","","2024-05-29 10:13:49"
"90260","1771","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:49:39"
"90090","793","","","2024-05-29 10:12:03"
"91010","595","","","2024-05-29 10:11:26"
"91020","3693","","","2024-05-29 10:10:56"
"91040","2232","","","2024-05-29 10:10:18"
"91041","2940","","","2024-05-29 10:10:08"
"91050","1341","","","2024-05-29 10:09:41"
"91060","3263","","","2024-05-29 10:09:00"
"91075","3998","","","2024-05-29 08:06:59"
"91080","670","","","2024-05-29 10:08:11"
"91090","388","","","2024-05-29 10:07:18"
"91100","3916","","","2024-05-29 10:06:49"
"91110","1466","","","2024-05-29 10:06:11"
"91120","1476","","30","2024-05-29 10:05:39"
"91130","134","","","2024-05-29 09:14:51"
"91185","1345","","","2024-05-29 09:14:13"
"91188","3228","","","2024-05-29 09:09:25"
"91150","2279","","","2024-05-29 09:16:06"
"91160","1215","","","2024-05-29 09:16:50"
"91170","214","","","2024-05-29 09:17:27"
"91180","217","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:50:32"
"91190","3926","","","2024-05-29 09:17:59"
"91189","83","","","2024-05-29 09:18:18"
"91191","543","","","2024-05-29 09:18:42"
"91193","38","","","2024-05-29 09:19:41"
"91200","2957","","","2024-05-31 11:37:42"
"91203","2647","","","2024-05-31 11:37:25"
"91210","993","","","2024-05-31 11:36:56"
"91140","540","","","2024-05-31 11:36:36"
"91225","755","","","2024-05-29 09:08:23"
"91240","3480","","","2024-05-29 09:07:38"
"91250","434","","","2024-05-31 11:39:00"
"91510","2028","","","2024-05-29 08:09:41"
"91520","834","","","2024-05-29 08:08:30"
"91530","1664","","","2024-05-29 08:08:00"
"91540","118","","","2024-05-31 09:42:27"
"103650","316","","","2024-05-31 09:41:58"
"103660","3281","","","2024-05-31 09:41:24"
"103665","57","","","2024-05-31 09:41:05"
"103670","2560","","","2024-05-31 09:39:28"
"103680","2684","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:50:55"
"103690","2285","","","2024-05-31 09:40:11"
"103702","930","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:52:41"
"103700","5832","","","2024-05-31 09:38:24"
"103720","141","","30","2024-05-31 17:53:22"
"103725","1686","","","2024-05-31 09:37:49"
"103740","905","","","2024-05-31 09:20:47"
"91687","348","","","2024-05-31 09:21:34"
"91684","597","","","2024-05-31 09:21:22"
"91580","5606","","","2024-05-31 09:20:10"
"103757","482","","","2024-05-31 09:19:36"
"103760","1202","","","2024-05-31 09:19:15"
"103770","2204","","","2024-05-31 09:18:33"
"103780","3602","","","2024-05-31 09:17:59"
"103790","4275","","30","2024-05-31 09:16:51"
"103800","1211","","","2024-05-31 09:17:00"
"91670","3036","","","2024-05-31 09:16:06"
"103805","2616","","","2024-05-31 09:15:31"
"103810","3903","","","2024-05-31 09:15:07"
"103820","1191","","","2024-05-31 06:54:18"
"103830","4380","","","2024-05-31 06:54:57"
"103840","1289","","","2024-05-31 06:55:21"
"103850","1489","","30","2024-05-31 06:55:50"
"103860","1999","","30","2024-05-31 06:56:37"
"103880","983","","","2024-05-31 06:57:18"
"103890","2964","","","2024-05-31 06:57:49"
"103900","986","","","2024-05-31 06:58:23"
"103910","1683","","","2024-05-31 06:58:39"
"103920","201","","","2024-05-31 06:59:02"
"103927","1200","","","2024-05-31 06:59:34"
"103930","1181","","30","2024-05-31 07:00:02"
"103940","2123","","","2024-05-31 07:00:13"
"103950","2327","","","2024-05-31 07:00:52"
"103960","124","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:53:56"
"103970","1079","","","2024-05-31 07:01:46"
"103981","1231","","","2024-05-31 07:02:28"
"103985","431","","","2024-05-31 07:02:43"
"104000","1885","","","2024-05-31 07:03:36"
"104010","357","","","2024-05-31 07:04:02"
"104020","3490","","","2024-05-31 07:05:06"
"104030","819","","","2024-05-31 07:05:40"
"104050","577","","","2024-05-31 07:06:07"
"104060","78","","","2024-05-31 07:07:27"
"104070","260","","30","2024-05-31 07:08:01"
"104080","313","","30","2024-05-31 07:08:27"
"104090","4093","","","2024-05-31 07:09:08"
"104100","1102","","","2024-05-31 07:10:09"
"104106","3419","","30","2024-05-31 07:11:54"
"104172","655","","","2024-05-31 07:18:05"
"104174","594","","","2024-05-31 07:18:42"
"104179","193","","","2024-05-31 17:58:18"
"104160","1826","","","2024-05-31 16:41:10"
"104111","1199","","","2024-05-31 07:53:23"
"104112","1024","","","2024-05-31 07:52:51"
"104113","1854","","","2024-05-31 07:52:27"
"104114","583","","","2024-05-31 07:51:41"
"104115","1117","","","2024-05-31 07:50:44"
"104320","238","","30","2024-05-31 07:51:31"
"104116","1331","","","2024-05-31 07:49:52"
"104162","208","","","2024-05-31 07:48:53"
"104118","404","","","2024-05-31 07:47:45"
"104119","697","","","2024-05-31 07:47:12"
"104120","695","","","2024-05-31 07:44:08"
"104121","661","","","2024-05-31 07:44:23"
"104122","222","","","2024-05-31 07:44:50"
"104123","1083","","","2024-05-31 07:45:06"
"104124","1050","","30","2024-05-31 07:46:04"
"104125","335","","","2024-05-31 07:46:10"
"104134","1064","","","2024-05-31 07:27:13"
"104133","690","","","2024-05-31 07:27:26"
"104132","565","","","2024-05-31 07:28:02"
"104129","205","","","2024-05-31 07:28:20"
"104141","2205","","","2024-05-31 07:28:55"
"104161","506","","30","2024-05-31 17:54:25"
"104230","37","","","2024-05-31 07:29:43"
"104127","2108","","","2024-05-31 07:29:59"
"104126","26","","30","2024-05-31 07:30:40"
"104150","73","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:54:41"
"104144","528","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:55:06"
"104145","807","","30","2024-05-31 17:55:50"
"104146","761","","","2024-05-31 07:31:52"
"104147","1294","","","2024-05-31 07:32:04"
"104148","163","","","2024-05-31 07:32:50"
"104149","257","","","2024-05-31 07:33:06"
"104156","63","","","2024-05-31 07:34:22"
"104155","1335","","","2024-05-31 07:33:50"
"104158","1102","","","2024-05-31 07:34:53"
"104165","","","30","2024-05-31 17:56:06"
"104135","1877","","","2024-05-31 07:25:57"
"104136","1952","","","2024-05-31 07:25:44"
"104137","627","","","2024-05-31 07:25:01"
"104138","402","","30","2024-05-31 07:24:52"
"104154","163","","","2024-05-31 07:24:14"
"104157","428","","","2024-05-31 07:23:41"
"104159","220","","","2024-05-31 07:23:19"
"104139","569","","","2024-05-31 07:22:30"
"104140","1152","","","2024-05-31 07:21:59"
"104130","109","","","2024-05-31 07:21:31"
"104142","875","","","2024-05-31 07:21:09"
"104143","1272","","","2024-05-31 07:20:41"
"91711","1113","","","2024-05-29 07:30:47"
"91712","2574","","","2024-05-29 07:33:09"
"91713","3714","","","2024-05-29 07:34:10"
"91714","3043","","","2024-05-29 07:34:39"
"91715","2210","","","2024-05-29 07:35:01"
"91716","1189","","","2024-05-29 07:35:41"
"91723","601","","","2024-05-29 07:37:22"
"91717","2470","","","2024-05-29 07:37:42"
"91718","845","","","2024-05-31 11:46:36"
"91719","428","","","2024-05-29 07:38:28"
"91720","474","","","2024-05-29 07:39:02"
"91721","374","","","2024-05-29 07:39:44"
"91722","2002","","","2024-05-29 07:40:23"
"91731","1648","","","2024-05-31 11:45:49"
"91680","217","","","2024-05-29 07:43:39"
"91735","2704","","30","2024-05-29 07:43:01"
"91740","6587","","","2024-05-29 07:44:14"
"91780","287","","","2024-05-29 07:44:56"
"91630","141","","","2024-05-29 07:45:51"
"104110","95","","","2024-05-29 07:46:30"
"91791","2884","","","2024-05-29 07:47:09"
"91610","1165","","","2024-05-29 07:47:47"
"91600","1328","","","2024-05-29 07:48:13"
"91590","1481","","30","2024-05-29 07:48:43"
"91560","3012","","","2024-05-29 07:49:09"
"91570","1084","","","2024-05-29 07:49:37"
"91550","2019","","","2024-05-29 07:52:18"
"91800","1636","","","2024-05-29 07:54:03"
"91810","384","","","2024-05-29 07:55:29"
"91820","1198","","","2024-05-31 11:28:03"
"91830","507","","30","2024-05-29 07:54:59"
"91840","591","","","2024-05-29 07:56:37"
"91850","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-29 07:59:50"
"91860","5344","","","2024-05-29 08:00:22"
"91870","1118","","","2024-05-29 08:01:06"
"91895","1210","","","2024-05-29 08:12:20"
"91880","551","","","2024-05-29 08:13:11"
"91890","1816","","","2024-05-29 08:13:54"
"91900","2627","","","2024-05-29 08:14:29"
"91910","264","","","2024-05-29 08:15:17"
"91935","958","","","2024-05-29 12:38:20"
"91930","1922","","","2024-05-29 12:39:55"
"91950","677","","","2024-05-29 12:40:21"
"91940","775","","","2024-05-29 12:41:00"
"92230","2211","","","2024-05-31 11:27:13"
"92240","324","","","2024-05-29 12:43:51"
"92250","1607","","","2024-05-29 12:44:15"
"92255","754","","","2024-05-29 12:47:53"
"92257","95","","","2024-05-29 12:48:18"
"91770","1144","","","2024-05-29 12:51:39"
"91775","458","","","2024-05-29 12:52:10"
"91745","77","","","2024-05-29 12:51:17"
"91750","3605","","","2024-05-29 12:50:55"
"91760","4076","","","2024-05-29 12:50:15"
"92260","2667","","30","2024-05-29 12:49:59"
"92265","32","","","2024-05-29 12:49:10"
"92270","3610","","","2024-05-29 12:48:49"
"92280","777","","","2024-05-29 12:47:13"
